"plot","transectID","observation","species","layer","dbh","height","crownNS","crownEW","leafsample","distance","bearing","sampleheight","tree","ageclass","health","stagclass","hollows","hollowlocation","hollowheight","hollownum","hollowsize","flowering","ybgsigns","N","digN","Ndig_cv","DMD","DMD_cv","hollownumber","hollowsfix","hollowpres","meancrown","crown_area","ba","Fi","EFi","hollows_ha","GG","GG_no","elevation","slope","aspect","layers","foliagecover","density","ASC_O","ASC_SO","arboreal_count","arboreal_species","climate_gradient","mean_N","mean_digN","cond","AHMI","TWI250","NDVI","Fire250","soil_nitrate.nitrogen","soil_phosphorus.colwell","soil_potassium.colwell","soil_pH.CaCl2","soil_total.nitrogen","soil_total.carbon","obs","health_cat_fct","health_cat","health_cat_factor","layers_num","layer_num","ageclass_num","Fi_re","EFi_re","hollows_ha_re","transect","hollownumber_fix","hollows_ha_fix","hollowpres_fix"
"T1P1","T1","8","Eucalyptus sieberi","Subcanopy",28,18.3,4.9,3.4,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",4.15,16.66,0.0615832,153.9380400259,64.9612012619981,0,0,0,120,3,350,"2",30,"Medium","CH","AB",1,1,0.145072236657143,1.014174,0.945858579808415,4396,32.6306903468602,7.58482,8375,2,"< 1",9,90,4.8,0.08,2.84,115,"Alive",1,"1",2,2,2,153.9380400259,64.9612012619981,0,"lowlands",0,0,"0"
"T1P1","T1","9","Eucalyptus cypellocarpa","Canopy",47,28.2,8.3,3.9,"Yes",6.49,171,21,"T1P1Q2","Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",1.0348,0.948936280190458,0.134242298235477,75.9859335181071,0.339199823135673,0,"Absent","0",6.1,32.37,0.17351695,433.736135736241,23.055491982529,0,0,0,120,3,350,"2",30,"Medium","CH","AB",1,1,0.145072236657143,1.014174,0.945858579808415,4396,32.6306903468602,7.58482,8375,2,"< 1",9,90,4.8,0.08,2.84,116,"Alive",1,"1",2,1,2,433.736135736241,23.055491982529,0,"lowlands",0,0,"0"
"T1P1","T1","10","Eucalyptus cypellocarpa","Canopy",44,28.9,7,4.3,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Potential ",2,26,1,4,"No","No",NA,NA,NA,NA,NA,1,"Potential ","2",5.65,30.1,0.1520728,380.132711084365,26.3066021639496,26.3066021639496,0,0,120,3,350,"2",30,"Medium","CH","AB",1,1,0.145072236657143,1.014174,0.945858579808415,4396,32.6306903468602,7.58482,8375,2,"< 1",9,90,4.8,0.08,2.84,117,"Alive",1,"1",2,1,2,380.132711084365,26.3066021639496,26.3066021639496,"lowlands",0,0,"0"
"T1P1","T1","11","Eucalyptus globoidea","Canopy",48,25.6,7.1,4.2,"Yes",6.97,239,19,"T1P1Q3","Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","Yes",1.05,1.00898929401458,0.282049829983422,83.3497873040579,0.0803974416367562,0,"Absent","0",5.65,29.82,0.1809792,452.38934211693,22.1048532072077,0,0,0,120,3,350,"2",30,"Medium","CH","AB",1,1,0.145072236657143,1.014174,0.945858579808415,4396,32.6306903468602,7.58482,8375,2,"< 1",9,90,4.8,0.08,2.84,118,"Alive",1,"1",2,1,2,452.38934211693,22.1048532072077,0,"lowlands",0,0,"0"
"T1P1","T1","12","Eucalyptus cypellocarpa","Subcanopy",33,19.3,4,3.4,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",3.7,13.6,0.08554095,213.824649984955,46.7672927359105,0,0,0,120,3,350,"2",30,"Medium","CH","AB",1,1,0.145072236657143,1.014174,0.945858579808415,4396,32.6306903468602,7.58482,8375,2,"< 1",9,90,4.8,0.08,2.84,119,"Alive",1,"1",2,2,1,213.824649984955,46.7672927359105,0,"lowlands",0,0,"0"
"T1P1","T1","13","Eucalyptus globoidea","Subcanopy",17,16.3,2.9,2.6,"Yes",3.49,330,12,"T1P1Q4","Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",0.94042,0.89268151273529,0.279372337397157,83.5848750055436,0.63156020695647,0,"Absent","0",2.75,7.54,0.02270095,56.7450173054657,176.226926606943,0,0,0,120,3,350,"2",30,"Medium","CH","AB",1,1,0.145072236657143,1.014174,0.945858579808415,4396,32.6306903468602,7.58482,8375,2,"< 1",9,90,4.8,0.08,2.84,120,"Alive",1,"1",2,2,1,56.7450173054656,176.226926606943,0,"lowlands",0,0,"0"
"T1P5","T1","1","Eucalyptus globoidea","Canopy",57,28.5,13.2,8.6,"Yes",6.3,345,NA,"T1P5Q5","Mature ","Alive",NA,"Potential ",2,35,1,2,"No","No",0.89577,0.836018836154023,0.18497663304409,80.1251135488547,0.0445632422996824,1,"Potential ","2",10.9,113.52,0.25520895,637.939658219577,15.6754637702082,15.6754637702082,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,121,"Alive",1,"1",2,1,2,637.939658219577,15.6754637702082,15.6754637702082,"lowlands",0,0,"0"
"T1P5","T1","2","Eucalyptus globoidea","Canopy",58,21,NA,NA,"No",NA,NA,NA,NA,"Stag","Dead",5,"Present",23,28,1,4,"No","No",NA,NA,NA,NA,NA,1,"Present","1",NA,NA,0.2642422,660.519855417254,15.1395903060067,15.1395903060067,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,122,"Dead",3,"3",2,1,5,660.519855417254,15.1395903060067,15.1395903060067,"lowlands",1,15.1395903060067,"1"
"T1P5","T1","3","Eucalyptus globoidea","Canopy",73,23.6,5.4,5.6,"No",NA,NA,NA,NA,"Mature ","Senescing",NA,"Present",25,24,2,4,"No","Yes",NA,NA,NA,NA,NA,2,"Present","1",5.5,30.24,0.41859295,1046.34670318625,9.55706169814346,19.1141233962869,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,123,"Senescing",2,"2",2,1,2,1046.34670318625,9.55706169814346,19.1141233962869,"lowlands",2,19.1141233962869,"1"
"T1P5","T1","4","Eucalyptus sieberi","Canopy",53,27.9,11.3,11.6,"Yes",14.79,63,18.5,"T1P5Q1","Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",1.1197,1.06665077574073,0.195492896578497,73.0282519689114,0.660443031731638,0,"Absent","0",11.45,131.08,0.22064695,551.545860245858,18.1308585935943,0,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,124,"Alive",1,"1",2,1,2,551.545860245858,18.1308585935943,0,"lowlands",0,0,"0"
"T1P5","T1","5","Eucalyptus muelleriana","Canopy",61,20.6,7,8,"Yes",3.15,140,13,"T1P5Q2","Mature ","Alive",NA,"Present",28,52,4,4,"No","No",0.93548,0.0863849913161353,68.9115257746351,53.2138445813033,6.11312609925871,4,"Present","1",7.5,56,0.29228455,730.616641500476,13.6870684733691,54.7482738934765,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,125,"Alive",1,"1",2,1,2,730.616641500476,13.6870684733691,54.7482738934765,"lowlands",4,54.7482738934765,"1"
"T1P5","T1","6","Eucalyptus muelleriana","Canopy",63,22.3,8.3,11.3,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Present",25,59,3,4,"No","No",NA,NA,NA,NA,NA,3,"Present","1",9.8,93.79,0.31176495,779.311327631118,12.8318422245922,38.4955266737766,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,126,"Alive",1,"1",2,1,2,779.311327631118,12.8318422245922,38.4955266737767,"lowlands",3,38.4955266737766,"1"
"T1P5","T1","7","Eucalyptus cypellocarpa","Subcanopy",38,20.4,6.3,7.15,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Potential ",2,31,1,2,"No","No",NA,NA,NA,NA,NA,1,"Potential ","2",6.725,45.045,0.1134262,283.528736986479,35.2697934829685,35.2697934829685,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,127,"Alive",1,"1",2,2,1,283.528736986479,35.2697934829685,35.2697934829685,"lowlands",0,0,"0"
"T1P5","T1","8","Eucalyptus sieberi","Canopy",48,29.1,5.7,10,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",7.85,57,0.1809792,452.38934211693,22.1048532072077,0,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,128,"Alive",1,"1",2,1,2,452.38934211693,22.1048532072077,0,"lowlands",0,0,"0"
"T1P5","T1","9","Eucalyptus sieberi","Canopy",54,29.5,9.3,8.9,"Yes",13.15,225,25,"T1P5Q3","Mature ","Alive",NA,"Present",24,20,3,4,"No","No",0.97453,0.904949151793723,0.317026769554348,74.048480114267,1.42194255435934,3,"Present","1",9.1,82.77,0.2290518,572.55526111674,17.4655630279172,52.3966890837515,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,129,"Alive",1,"1",2,1,2,572.55526111674,17.4655630279172,52.3966890837516,"lowlands",3,52.3966890837515,"1"
"T1P5","T1","10","Eucalyptus sieberi","Canopy",75,35.9,16.15,9.4,"Yes",13.8,278,18,"T1P5Q4","Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",0.78051,0.725983557900285,0.703644771462867,70.8791805880464,1.7839355453423,0,"Absent","0",12.775,151.81,0.44184375,1104.46616727766,9.05414787367227,0,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,130,"Alive",1,"1",2,1,2,1104.46616727766,9.05414787367227,0,"lowlands",0,0,"0"
"T1P5","T1","11","Eucalyptus globoidea","Canopy",55,34.8,6.5,7.1,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Potential ",2,NA,4,2,"No","No",NA,NA,NA,NA,NA,4,"Potential ","2",6.8,46.15,0.23761375,593.95736106932,16.8362253849278,67.3449015397111,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,131,"Alive",1,"1",2,1,2,593.95736106932,16.8362253849278,67.3449015397111,"lowlands",0,0,"0"
"T1P5","T1","12","Eucalyptus globoidea","Canopy",38,32.4,5,2.7,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",3.85,13.5,0.1134262,283.528736986479,35.2697934829685,0,0,0,126,2,145,"2",40,"Low","CH","AB",0,0,0.205634787678719,0.941198,NA,4406,32.6045521904041,7.3562,8545,3,"< 1",9,46,4.4,0.09,3.53,132,"Alive",1,"1",2,1,1,283.528736986479,35.2697934829685,0,"lowlands",0,0,"0"
"T15P3","T1.5","1","Eucalyptus consideniana","Canopy",47,20.4,8.21,7.57,"Yes",6.75,14,16,"T1.5P3Q1","Mature ","Alive",NA,"Potential ",2,NA,1,2,"No","No",0.96067,0.904861443240059,0.268178805158564,71.8144926620621,3.08983503526201,1,"Potential ","2",7.89,62.1497,0.17351695,433.736135736241,23.055491982529,23.055491982529,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,133,"Alive",1,"1",1,1,2,433.736135736241,23.055491982529,23.055491982529,"lowlands",0,0,"0"
"T15P3","T1.5","2","Eucalyptus consideniana","Subcanopy",48,8.9,NA,NA,"No",NA,NA,NA,NA,"Stag","Dead",7,"Present",18,50,1,3,"No","No",NA,NA,NA,NA,NA,1,"Present","1",NA,NA,0.1809792,452.38934211693,22.1048532072077,22.1048532072077,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,134,"Dead",3,"3",1,2,5,452.38934211693,22.1048532072077,22.1048532072077,"lowlands",1,22.1048532072077,"1"
"T15P3","T1.5","3","Eucalyptus consideniana","Canopy",42,17.8,10.01,2.85,"No",NA,NA,NA,NA,"Mature ","Senescing",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",6.43,28.5285,0.1385622,346.360590058275,28.8716450053325,0,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,135,"Senescing",2,"2",1,1,2,346.360590058275,28.8716450053325,0,"lowlands",0,0,"0"
"T15P3","T1.5","4","Eucalyptus sieberi","Canopy",49,25.1,7.58,5.54,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",6.56,41.9932,0.18859855,471.435247579318,21.2118208202443,0,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,136,"Alive",1,"1",1,1,2,471.435247579318,21.2118208202443,0,"lowlands",0,0,"0"
"T15P3","T1.5","5","Eucalyptus sieberi","Canopy",33,25.6,4.47,3.99,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",4.23,17.8353,0.08554095,213.824649984955,46.7672927359105,0,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,137,"Alive",1,"1",1,1,1,213.824649984955,46.7672927359105,0,"lowlands",0,0,"0"
"T15P3","T1.5","6","Eucalyptus globoidea","Subcanopy",44,10.9,NA,NA,"No",NA,NA,NA,NA,"Stag","Dead",1,"Present",2,52,5,2,"No","No",NA,NA,NA,NA,NA,5,"Present","1",NA,NA,0.1520728,380.132711084365,26.3066021639496,131.533010819748,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,138,"Dead",3,"3",1,2,5,380.132711084365,26.3066021639496,131.533010819748,"lowlands",5,131.533010819748,"1"
"T15P3","T1.5","7","Eucalyptus sieberi","Canopy",51,25.1,7.09,5.29,"Yes",3.05,155,15,"T1.5P3Q2","Mature ","Alive",NA,"Potential ",2,NA,1,2,"Yes","No",0.94198,0.830225115219892,0.60699334497981,70.7802619280918,0.0679590659874723,1,"Potential ","2",6.19,37.5061,0.20430855,510.705155749191,19.5807696229937,19.5807696229937,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,139,"Alive",1,"1",1,1,2,510.705155749191,19.5807696229937,19.5807696229937,"lowlands",0,0,"0"
"T15P3","T1.5","8","Eucalyptus sieberi","Subcanopy",24,18.4,3.19,3.13,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",3.16,9.9847,0.0452448,113.097335529233,88.4194128288307,0,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,140,"Alive",1,"1",1,2,1,113.097335529233,88.4194128288307,0,"lowlands",0,0,"0"
"T15P3","T1.5","9","Eucalyptus sieberi","Canopy",55,25.7,7.29,7.89,"Yes",9.36,189,18,"T1.5P3Q3","Mature ","Alive",NA,"Potential ",24,NA,2,2,"Yes","No",0.62976,0.554003624998785,1.14959156976964,66.0980929060445,2.13247492975311,2,"Potential ","2",7.59,57.5181,0.23761375,593.95736106932,16.8362253849278,33.6724507698555,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,141,"Alive",1,"1",1,1,2,593.95736106932,16.8362253849278,33.6724507698555,"lowlands",0,0,"0"
"T15P3","T1.5","10","Eucalyptus sieberi","Subcanopy",27,20.9,3.4,5.63,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",4.515,19.142,0.05726295,143.138815279185,69.8622521116687,0,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,142,"Alive",1,"1",1,2,1,143.138815279185,69.8622521116687,0,"lowlands",0,0,"0"
"T15P3","T1.5","11","Eucalyptus consideniana","Subcanopy",44,19.9,4.95,5.23,"No",NA,NA,NA,NA,"Mature ","Senescing",NA,"Present",25,23,5,2,"No","No",NA,NA,NA,NA,NA,5,"Present","1",5.09,25.8885,0.1520728,380.132711084365,26.3066021639496,131.533010819748,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,143,"Senescing",2,"2",1,2,2,380.132711084365,26.3066021639496,131.533010819748,"lowlands",5,131.533010819748,"1"
"T15P3","T1.5","12","Eucalyptus consideniana","Subcanopy",39,19.4,5.78,3.04,"Yes",7.2,262,14,"T1.5P3Q5","Mature ","Alive",NA,"Present",21,12,1,2,"No","No",0.96522,0.911249123878527,0.0112535002084169,74.8437238435288,0.252958897554498,1,"Present","1",4.41,17.5712,0.11947455,298.64765163188,33.4842746807406,33.4842746807406,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,144,"Alive",1,"1",1,2,2,298.64765163188,33.4842746807406,33.4842746807406,"lowlands",1,33.4842746807406,"1"
"T15P3","T1.5","13","Eucalyptus consideniana","Subcanopy",40,18.7,4.38,5.71,"Yes",7.82,293,12,"T1.5P3Q4","Mature ","Alive",NA,"Present",25,49,2,4,"No","No",0.91942,0.861298794313611,0.757386369887343,71.9208871664792,0.0713756239423449,2,"Present","1",5.045,25.0098,0.12568,314.159265358979,31.8309886183791,63.6619772367581,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,145,"Alive",1,"1",1,2,2,314.159265358979,31.8309886183791,63.6619772367581,"lowlands",2,63.6619772367581,"1"
"T15P3","T1.5","14","Eucalyptus consideniana","Midstorey",12,4.5,1.4,1.25,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",1.325,1.75,0.0113112,28.2743338823081,353.677651315323,0,0,0,203,1,85,"1",30,"Low","KA","AB",1,1,0.135126709938049,0.88341,0.812327620330175,2063,32.0600712621027,5.09174,6867,6,"< 1",16,157,3.6,0.19,8.39,146,"Alive",1,"1",1,3,1,28.2743338823081,353.677651315323,0,"lowlands",0,0,"0"
"T15P2","T1.5","1","Eucalyptus consideniana","Subcanopy",34,23.2,4.56,4.09,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Potential ",24,NA,1,2,"No","No",NA,NA,NA,NA,NA,1,"Potential ","2",4.325,18.6504,0.0908038,226.980069221863,44.0567316517357,44.0567316517357,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,147,"Alive",1,"1",2,2,1,226.980069221863,44.0567316517357,44.0567316517357,"lowlands",0,0,"0"
"T15P2","T1.5","2","Eucalyptus consideniana","Subcanopy",43,18.8,4.96,5.27,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",5.115,26.1392,0.14523895,363.05030103047,27.5443925307769,0,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,148,"Alive",1,"1",2,2,2,363.05030103047,27.5443925307769,0,"lowlands",0,0,"0"
"T15P2","T1.5","3","Eucalyptus consideniana","Canopy",40,28.1,2.76,4.13,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Present",25,35,2,2,"No","No",NA,NA,NA,NA,NA,2,"Present","1",3.445,11.3988,0.12568,314.159265358979,31.8309886183791,63.6619772367581,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,149,"Alive",1,"1",2,1,2,314.159265358979,31.8309886183791,63.6619772367581,"lowlands",2,63.6619772367581,"1"
"T15P2","T1.5","4","Eucalyptus obliqua","Midstorey",13,14.2,1.6,2.12,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",1.86,3.392,0.01327495,33.1830724035422,301.358472126666,0,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,150,"Alive",1,"1",2,3,1,33.1830724035422,301.358472126666,0,"lowlands",0,0,"0"
"T15P2","T1.5","5","Eucalyptus obliqua","Midstorey",25,20.6,2.59,4.33,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Potential ",2,NA,1,2,"No","No",NA,NA,NA,NA,NA,1,"Potential ","2",3.46,11.2147,0.04909375,122.718463030851,81.4873308630504,81.4873308630504,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,151,"Alive",1,"1",2,3,1,122.718463030851,81.4873308630504,81.4873308630504,"lowlands",0,0,"0"
"T15P2","T1.5","6","Eucalyptus consideniana","Canopy",67,35.1,9.02,10.53,"Yes",15.27,89,NA,"T1.5P2Q1","Mature ","Alive",NA,"Present",36,27,5,4,"No","No",1.2863,0.808195816638036,5.25817130367927,62.6908611734653,2.67190278359173,5,"Present","1",9.775,94.9806,0.35261095,881.413088872786,11.3454180863013,56.7270904315065,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,152,"Alive",1,"1",2,1,2,881.413088872786,11.3454180863013,56.7270904315065,"lowlands",5,56.7270904315065,"1"
"T15P2","T1.5","7","Eucalyptus consideniana","Canopy",41,30,3.42,3.25,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Potential ",24,NA,3,2,"No","No",NA,NA,NA,NA,NA,3,"Potential ","2",3.335,11.115,0.13204255,330.063578167778,30.2971932120205,90.8915796360616,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,153,"Alive",1,"1",2,1,1,330.063578167778,30.2971932120205,90.8915796360616,"lowlands",0,0,"0"
"T15P2","T1.5","8","Eucalyptus obliqua","Canopy",56,28,6.53,5.65,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",6.09,36.8945,0.2463328,615.7521601036,16.2403003154995,0,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,154,"Alive",1,"1",2,1,2,615.752160103599,16.2403003154995,0,"lowlands",0,0,"0"
"T15P2","T1.5","9","Eucalyptus obliqua","Canopy",75,29.6,7.88,11.45,"Yes",13.13,180,23,"T1.5P2Q2","Mature ","Alive",NA,"Potential ",25,36,3,2,"No","No",1.2377,0.984749735280204,2.26013914613742,66.9049763853741,2.8245857882377,3,"Potential ","2",9.665,90.226,0.44184375,1104.46616727766,9.05414787367227,27.1624436210168,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,155,"Alive",1,"1",2,1,2,1104.46616727766,9.05414787367227,27.1624436210168,"lowlands",0,0,"0"
"T15P2","T1.5","10","Eucalyptus obliqua","Midstorey",12,12.3,1.63,1.98,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",1.805,3.2274,0.0113112,28.2743338823081,353.677651315323,0,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,156,"Alive",1,"1",2,3,1,28.2743338823081,353.677651315323,0,"lowlands",0,0,"0"
"T15P2","T1.5","11","Eucalyptus consideniana","Midstorey",13,4.8,NA,NA,"No",NA,NA,NA,NA,"Regrowth","Dead",0,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",NA,NA,0.01327495,33.1830724035422,301.358472126666,0,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,157,"Dead",3,"3",2,3,1,33.1830724035422,301.358472126666,0,"lowlands",0,0,"0"
"T15P2","T1.5","12","Eucalyptus obliqua","Canopy",112,25.2,5.64,3.88,"Yes",17.36,47,NA,"T1.5P2Q3","Over-mature","Senescing",NA,"Present",42,46,5,4,"No","No",1.1329,0.783440246593286,3.12691343957316,64.4310221760684,2.92959863969616,5,"Present","1",4.76,21.8832,0.9853312,2463.0086404144,4.06007507887488,20.3003753943744,0,0,159,8,130,"2",25,"Low","DE","AB",1,1,0.158112123608589,1.121832,0.840640514715391,4890,32.5559393932877,8.73945,8307,3,"1",12,79,3.9,0.12,4.04,158,"Senescing",2,"2",2,1,3,2463.0086404144,4.06007507887488,20.3003753943744,"lowlands",5,20.3003753943744,"1"
