"plot","transectID","observation","species","layer","dbh","height","crownNS","crownEW","leafsample","distance","bearing","sampleheight","tree","ageclass","health","stagclass","hollows","hollowlocation","hollowheight","hollownum","hollowsize","flowering","ybgsigns","N","digN","Ndig_cv","DMD","DMD_cv","hollownumber","hollowsfix","hollowpres","meancrown","crown_area","ba","Fi","EFi","hollows_ha","GG","GG_no","elevation","slope","aspect","layers","foliagecover","density","ASC_O","ASC_SO","arboreal_count","arboreal_species","climate_gradient","mean_N","mean_digN","cond","AHMI","TWI250","NDVI","Fire250","soil_nitrate.nitrogen","soil_phosphorus.colwell","soil_potassium.colwell","soil_pH.CaCl2","soil_total.nitrogen","soil_total.carbon","obs","health_cat_fct","health_cat","health_cat_factor","layers_num","layer_num","ageclass_num","Fi_re","EFi_re","hollows_ha_re","transect","hollownumber_fix","hollows_ha_fix","hollowpres_fix"
"T2P1","T2","6","Eucalyptus cypellocarpa","Canopy",168,35.7,29.05,8.16,"Yes",26.6,96,18,"T2P1Q2","Over-mature","Alive",NA,"Present",3,31,3,4,"No","No",1.1659,1.06838501609099,NA,72.6427314044013,NA,3,"Present","1",18.605,237.048,2.2169952,5541.76944093239,1.80447781283328,5.41343343849984,0,0,439,10,123,"3",59,"Medium","DE","AB",0,0,0.363242655992508,1.139714,0.931297522157583,3563,26.3919295512064,7.21666,8889,0,"< 1",20,123,4.5,0.29,9.15,260,"Alive",1,"1",3,1,3,5541.76944093239,1.80447781283328,5.41343343849984,"mid-hills",3,5.41343343849984,"1"
"T2P1","T2","7","Eucalyptus obliqua","Canopy",114,42.7,13.1,15.1,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Present",9,37,2,2,"No","No",NA,NA,NA,NA,NA,2,"Present","1",14.1,197.81,1.0208358,2551.75863287831,3.91886594255206,7.83773188510411,0,0,439,10,123,"3",59,"Medium","DE","AB",0,0,0.363242655992508,1.139714,0.931297522157583,3563,26.3919295512064,7.21666,8889,0,"< 1",20,123,4.5,0.29,9.15,261,"Alive",1,"1",3,1,2,2551.75863287831,3.91886594255205,7.83773188510411,"mid-hills",2,7.83773188510411,"1"
"T2P1","T2","8","Eucalyptus cypellocarpa","Canopy",198,48.7,21.67,17.78,"No",47.9,NA,NA,NA,"Over-mature","Alive",NA,"Present",38,34,6,4,"No","No",NA,NA,NA,NA,NA,6,"Present","1",19.725,385.2926,3.0794742,7697.68739945839,1.2990914648864,7.79454878931841,0,0,439,10,123,"3",59,"Medium","DE","AB",0,0,0.363242655992508,1.139714,0.931297522157583,3563,26.3919295512064,7.21666,8889,0,"< 1",20,123,4.5,0.29,9.15,262,"Alive",1,"1",3,1,3,7697.68739945839,1.2990914648864,7.79454878931841,"mid-hills",6,7.79454878931841,"1"
"T2P1","T2","9","Eucalyptus cypellocarpa","Canopy",172,41.4,10.55,11.34,"Yes",17.16,158,25,"T2P1Q5","Over-mature","Alive",NA,"Present",7,42,6,4,"No","No",1.288,1.21055569240434,0.0836930578347482,77.268879965928,0.199250581699226,6,"Present","1",10.945,119.637,2.3238232,5808.80481648753,1.72152453317356,10.3291471990413,0,0,439,10,123,"3",59,"Medium","DE","AB",0,0,0.363242655992508,1.139714,0.931297522157583,3563,26.3919295512064,7.21666,8889,0,"< 1",20,123,4.5,0.29,9.15,263,"Alive",1,"1",3,1,3,5808.80481648753,1.72152453317356,10.3291471990413,"mid-hills",6,10.3291471990413,"1"
"T2P1","T2","10","Eucalyptus obliqua","Canopy",109,41.4,18.47,12.08,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Present",9,4,3,2,"No","No",NA,NA,NA,NA,NA,3,"Present","1",15.275,223.1176,0.93325255,2332.82889483127,4.28664100575764,12.8599230172729,0,0,439,10,123,"3",59,"Medium","DE","AB",0,0,0.363242655992508,1.139714,0.931297522157583,3563,26.3919295512064,7.21666,8889,0,"< 1",20,123,4.5,0.29,9.15,264,"Alive",1,"1",3,1,2,2332.82889483127,4.28664100575764,12.8599230172729,"mid-hills",3,12.8599230172729,"1"
"T2P1","T2","11","Eucalyptus muelleriana","Canopy",198,40.6,11.45,9.52,"Yes",21.18,257,20,"T2P1Q3","Over-mature","Senescing",NA,"Present",4,43,4,4,"No","No",1.1361,0.694113219277649,0.154299319474216,60.0992818889057,2.07572799566331,4,"Present","1",10.485,109.004,3.0794742,7697.68739945839,1.2990914648864,5.19636585954561,0,0,439,10,123,"3",59,"Medium","DE","AB",0,0,0.363242655992508,1.139714,0.931297522157583,3563,26.3919295512064,7.21666,8889,0,"< 1",20,123,4.5,0.29,9.15,265,"Senescing",2,"2",3,1,3,7697.68739945839,1.2990914648864,5.19636585954561,"mid-hills",4,5.19636585954561,"1"
"T2P1","T2","12","Eucalyptus muelleriana","Canopy",114,45.4,14.61,15.47,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",15.04,226.0167,1.0208358,2551.75863287831,3.91886594255206,0,0,0,439,10,123,"3",59,"Medium","DE","AB",0,0,0.363242655992508,1.139714,0.931297522157583,3563,26.3919295512064,7.21666,8889,0,"< 1",20,123,4.5,0.29,9.15,266,"Alive",1,"1",3,1,2,2551.75863287831,3.91886594255205,0,"mid-hills",0,0,"0"
"T2P1","T2","14","Eucalyptus muelleriana","Canopy",71,45.6,8.56,6.72,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",7.64,57.5232,0.39597055,989.798035421634,10.1030711742524,0,0,0,439,10,123,"3",59,"Medium","DE","AB",0,0,0.363242655992508,1.139714,0.931297522157583,3563,26.3919295512064,7.21666,8889,0,"< 1",20,123,4.5,0.29,9.15,267,"Alive",1,"1",3,1,1,989.798035421634,10.1030711742524,0,"mid-hills",0,0,"0"
"T2P1","T2","13","Eucalyptus cypellocarpa","Canopy",68,44.1,8.29,8.98,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Potential ",2,NA,2,2,"No","No",NA,NA,NA,NA,NA,2,"Potential ","2",8.635,74.4442,0.3632152,907.92027688745,11.0141829129339,22.0283658258679,0,0,439,10,123,"3",59,"Medium","DE","AB",0,0,0.363242655992508,1.139714,0.931297522157583,3563,26.3919295512064,7.21666,8889,0,"< 1",20,123,4.5,0.29,9.15,268,"Alive",1,"1",3,1,1,907.92027688745,11.0141829129339,22.0283658258679,"mid-hills",0,0,"0"
"T2P1","T2","15","Eucalyptus muelleriana","Canopy",73,42.6,9.76,7.5,"Yes",6.53,345,22,"T2P1Q4","Regrowth","Alive",NA,"Absent",2,NA,2,2,"No","No",0.96277,0.892684537464927,0.0372507922365811,77.2291003124991,0.464934997975745,2,"Present","1",8.63,73.2,0.41859295,1046.34670318625,9.55706169814346,19.1141233962869,0,0,439,10,123,"3",59,"Medium","DE","AB",0,0,0.363242655992508,1.139714,0.931297522157583,3563,26.3919295512064,7.21666,8889,0,"< 1",20,123,4.5,0.29,9.15,269,"Alive",1,"1",3,1,1,1046.34670318625,9.55706169814346,19.1141233962869,"mid-hills",2,19.1141233962869,"1"
"T25P1","T2.5","1","Acacia melanoxylon","Subcanopy",46,27.1,7.89,5.86,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",6.875,46.2354,0.1662118,415.47562843725,24.0688004675834,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,270,"Alive",1,"1",3,2,2,415.47562843725,24.0688004675834,0,"mid-hills",0,0,"0"
"T25P1","T2.5","2","Acacia melanoxylon","Subcanopy",21,24,4.35,3.51,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",3.93,15.2685,0.03464055,86.5901475145687,115.48658002133,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,271,"Alive",1,"1",3,2,2,86.5901475145687,115.48658002133,0,"mid-hills",0,0,"0"
"T25P1","T2.5","3","Pomaderris aspera","Midstorey",9,11.8,NA,NA,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",NA,NA,0.00636255,15.9043128087983,628.760269005019,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,272,"Alive",1,"1",3,3,1,15.9043128087983,628.760269005019,0,"mid-hills",0,0,"0"
"T25P1","T2.5","4","Pomaderris aspera","Midstorey",8,14.5,NA,NA,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",NA,NA,0.0050272,12.5663706143592,795.774715459477,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,273,"Alive",1,"1",3,3,1,12.5663706143592,795.774715459477,0,"mid-hills",0,0,"0"
"T25P1","T2.5","5","Pomaderris aspera","Midstorey",12,14.5,NA,NA,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",NA,NA,0.0113112,28.2743338823081,353.677651315323,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,274,"Alive",1,"1",3,3,1,28.2743338823081,353.677651315323,0,"mid-hills",0,0,"0"
"T25P1","T2.5","6","Eucalyptus pseudoglobulus","Canopy",61,38.1,9.01,6.38,"Yes",11.83,34,15,"T2.5P1Q1","Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",1.2652,1.197862837824,0.262048108858497,73.9950991158086,1.33317323271888,0,"Absent","0",7.695,57.4838,0.29228455,730.616641500476,13.6870684733691,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,275,"Alive",1,"1",3,1,2,730.616641500476,13.6870684733691,0,"mid-hills",0,0,"0"
"T25P1","T2.5","7","Eucalyptus spp","Subcanopy",97,25.5,NA,NA,"No",NA,NA,NA,NA,"Mature ","Dead",1,"Present",6,26,6,2,"No","No",NA,NA,NA,NA,NA,6,"Present","1",NA,NA,0.73907695,1847.45282985165,5.41285809218902,32.4771485531341,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,276,"Dead",3,"3",3,2,2,1847.45282985165,5.41285809218902,32.4771485531341,"mid-hills",6,32.4771485531341,"1"
"T25P1","T2.5","8","Eucalyptus pseudoglobulus","Canopy",59,39,8.27,7.22,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",7.745,59.7094,0.27343255,683.492751696629,14.6307330621679,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,277,"Alive",1,"1",3,1,2,683.492751696629,14.6307330621679,0,"mid-hills",0,0,"0"
"T25P1","T2.5","9","Eucalyptus pseudoglobulus","Canopy",170,31.9,16.02,16.14,"Yes",24.9,97,12,"T2.5P1Q5","Mature ","Alive",NA,"Potential ",9,12,3,2,"No","No",1.0888,0.996895795562311,0.210388359641107,71.9345962160748,0.551796177494146,3,"Potential ","2",16.08,258.5628,2.270095,5674.50173054656,1.76226926606943,5.28680779820829,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,278,"Alive",1,"1",3,1,2,5674.50173054656,1.76226926606943,5.28680779820829,"mid-hills",0,0,"0"
"T25P1","T2.5","10","Eucalyptus pseudoglobulus","Canopy",48,42.6,5.46,6.68,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",6.07,36.4728,0.1809792,452.38934211693,22.1048532072077,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,279,"Alive",1,"1",3,1,2,452.38934211693,22.1048532072077,0,"mid-hills",0,0,"0"
"T25P1","T2.5","11","Acacia melanoxylon","Subcanopy",13,14,3.51,5.48,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",4.495,19.2348,0.01327495,33.1830724035422,301.358472126666,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,280,"Alive",1,"1",3,2,1,33.1830724035422,301.358472126666,0,"mid-hills",0,0,"0"
"T25P1","T2.5","12","Eucalyptus pseudoglobulus","Canopy",40,37.6,4.64,4,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Potential ",20,12,1,2,"No","No",NA,NA,NA,NA,NA,1,"Potential ","2",4.32,18.56,0.12568,314.159265358979,31.8309886183791,31.8309886183791,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,281,"Alive",1,"1",3,1,1,314.159265358979,31.8309886183791,31.8309886183791,"mid-hills",0,0,"0"
"T25P1","T2.5","13","Eucalyptus pseudoglobulus","Canopy",46,38.8,7.26,2.87,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",5.065,20.8362,0.1662118,415.47562843725,24.0688004675834,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,282,"Alive",1,"1",3,1,1,415.47562843725,24.0688004675834,0,"mid-hills",0,0,"0"
"T25P1","T2.5","14","Eucalyptus pseudoglobulus","Canopy",132,49.7,15.97,25.84,"Yes",29.5,197,25,"T2.5P1Q2","Mature ","Alive",NA,"Present",3,37,2,2,"No","No",1.224,1.12756804044268,0.794844465611168,72.9379094064969,2.15839847715478,2,"Present","1",20.905,412.6648,1.3686552,3421.19439975929,2.9229557959944,5.84591159198881,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,283,"Alive",1,"1",3,1,2,3421.19439975928,2.9229557959944,5.84591159198881,"mid-hills",2,5.84591159198881,"1"
"T25P1","T2.5","15","Eucalyptus pseudoglobulus","Canopy",90,41.6,12.03,11.17,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Present",3,37,2,2,"No","No",NA,NA,NA,NA,NA,2,"Present","1",11.6,134.3751,0.636255,1590.43128087983,6.28760269005019,12.5752053801004,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,284,"Alive",1,"1",3,1,2,1590.43128087983,6.28760269005019,12.5752053801004,"mid-hills",2,12.5752053801004,"1"
"T25P1","T2.5","16","Eucalyptus pseudoglobulus","Canopy",74,51.2,10.3,10.72,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",10.51,110.416,0.4301398,1075.21008569111,9.30050799660455,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,285,"Alive",1,"1",3,1,2,1075.21008569111,9.30050799660455,0,"mid-hills",0,0,"0"
"T25P1","T2.5","17","Eucalyptus pseudoglobulus","Canopy",77,47.3,9.33,9.14,"Yes",15.62,269,20,"T2.5P1Q3","Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",1.2696,1.1524753098552,0.472626139089241,72.0764944497463,0.400190299886359,0,"Absent","0",9.235,85.2762,0.46572295,1164.15642769587,8.58991091067744,0,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,286,"Alive",1,"1",3,1,2,1164.15642769587,8.58991091067744,0,"mid-hills",0,0,"0"
"T25P1","T2.5","18","Eucalyptus pseudoglobulus","Canopy",74,36.9,10.82,8.22,"Yes",13.55,318,15,"T2.5P1Q4","Mature ","Alive",NA,"Potential ",3,35,1,2,"No","No",1.2859,1.20219597935246,0.549113950793801,72.312517029122,0.665479284425319,1,"Potential ","2",9.52,88.9404,0.4301398,1075.21008569111,9.30050799660455,9.30050799660455,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,287,"Alive",1,"1",3,1,2,1075.21008569111,9.30050799660455,9.30050799660455,"mid-hills",0,0,"0"
"T25P1","T2.5","19","Eucalyptus pseudoglobulus","Canopy",68,39.7,10.4,10.65,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Potential ",3,31,1,2,"No","No",NA,NA,NA,NA,NA,1,"Potential ","2",10.525,110.76,0.3632152,907.92027688745,11.0141829129339,11.0141829129339,0,0,448,3,250,"3",50,"High","DE","AB",4,3,0.327409237623215,1.2267,1.13539959260733,3514,26.2894678758255,7.02446,8903,1,"6",2,90,4.1,0.24,4.13,288,"Alive",1,"1",3,1,2,907.92027688745,11.0141829129339,11.0141829129339,"mid-hills",0,0,"0"
"T2P4","T2","1","Eucalyptus sieberi","Canopy",163,37.5,6.3,8.3,"Yes",10.6,350,18,"T2P4Q1","Mature ","Alive",NA,"Present",25,NA,3,4,"Yes","No",1.1457,0.948241917715021,9.49824466770703,68.9126299332907,4.46742986874543,3,"Present","1",7.3,52.29,2.08699495,5216.8109508267,1.91687988969877,5.7506396690963,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,289,"Alive",1,"1",3,1,2,5216.8109508267,1.91687988969877,5.7506396690963,"mid-hills",3,5.7506396690963,"1"
"T2P4","T2","2","Eucalyptus sieberi","Canopy",110,31,11,12.6,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Potential ",2,NA,2,2,"No","No",NA,NA,NA,NA,NA,2,"Potential ","2",11.8,138.6,0.950455,2375.82944427728,4.20905634623194,8.41811269246388,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,290,"Alive",1,"1",3,1,2,2375.82944427728,4.20905634623194,8.41811269246388,"mid-hills",0,0,"0"
"T2P4","T2","3","Eucalyptus obliqua","Canopy",80,29.4,10.7,7.3,"Yes",17.4,83,10,"T2P4Q5","Mature ","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",1.2074,0.825276930060393,0.862162976489039,60.3233296154003,1.93284114845293,0,"Absent","0",9,78.11,0.50272,1256.63706143592,7.95774715459476,0,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,291,"Alive",1,"1",3,1,2,1256.63706143592,7.95774715459477,0,"mid-hills",0,0,"0"
"T2P4","T2","14","Eucalyptus obliqua","Canopy",160,36,16.3,14.7,"Yes",35,120,15,"T1P4Q2","Over-mature","Alive",NA,"Present",36,20,5,4,"No","No",1.025,NA,NA,NA,NA,5,"Present","1",15.5,239.61,2.01088,5026.54824574367,1.98943678864869,9.94718394324346,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,292,"Alive",1,"1",3,1,3,5026.54824574367,1.98943678864869,9.94718394324346,"mid-hills",5,9.94718394324346,"1"
"T2P4","T2","4","Eucalyptus sieberi","Subcanopy",53,34,7.3,10.2,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",8.75,74.46,0.22064695,551.545860245858,18.1308585935943,0,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,293,"Alive",1,"1",3,2,1,551.545860245858,18.1308585935943,0,"mid-hills",0,0,"0"
"T2P4","T2","6","Eucalyptus sieberi","Subcanopy",65,28.8,5,9.1,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Potential ",24,NA,1,4,"No","No",NA,NA,NA,NA,NA,1,"Potential ","2",7.05,45.5,0.33187375,829.576810088555,12.0543388850666,12.0543388850666,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,294,"Alive",1,"1",3,2,1,829.576810088555,12.0543388850666,12.0543388850666,"mid-hills",0,0,"0"
"T2P4","T2","5","Eucalyptus obliqua","Canopy",111,36.3,9.2,11.3,"Yes",17.4,187,14,"T2P4Q3","Mature ","Alive",NA,"Present",25,20,4,4,"No","No",1.4282,0.865189825704946,8.9410665805308,65.7074895902008,7.56671956250018,4,"Present","1",10.25,103.96,0.96781455,2419.22269280499,4.13355910960202,16.5342364384081,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,295,"Alive",1,"1",3,1,2,2419.22269280499,4.13355910960202,16.5342364384081,"mid-hills",4,16.5342364384081,"1"
"T2P4","T2","8","Eucalyptus obliqua","Canopy",87,35.5,8,8.8,"Yes",16.9,268,20,"T2P4Q4","Mature ","Senescing",NA,"Potential ",25,NA,5,2,"No","No",1.436,0.92703529446104,3.7443273488642,68.9391288939889,0.0863628227960642,5,"Potential ","2",8.4,70.4,0.59454495,1486.16967468882,6.72870680266964,33.6435340133482,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,296,"Senescing",2,"2",3,1,2,1486.16967468882,6.72870680266964,33.6435340133482,"mid-hills",0,0,"0"
"T2P4","T2","13","Eucalyptus sieberi","Canopy",126,35.5,10.1,13.5,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Present",2,32,3,4,"No","No",NA,NA,NA,NA,NA,3,"Present","1",11.8,136.35,1.2470598,3117.24531052447,3.20796055614805,9.62388166844416,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,297,"Alive",1,"1",3,1,2,3117.24531052447,3.20796055614805,9.62388166844416,"mid-hills",3,9.62388166844416,"1"
"T2P4","T2","12","Eucalyptus sieberi","Canopy",14,27.8,7,7.5,"No",NA,NA,NA,NA,"Mature ","Alive",NA,"Present",2,32,4,4,"No","No",NA,NA,NA,NA,NA,4,"Present","1",7.25,52.5,0.0153958,38.484510006475,259.844805047992,1039.37922019197,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,298,"Alive",1,"1",3,1,2,38.484510006475,259.844805047992,1039.37922019197,"mid-hills",4,1039.37922019197,"1"
"T2P4","T2","7","Eucalyptus obliqua","Midstorey",123,16,NA,NA,"No",NA,NA,NA,NA,"Stag","Dead",8,"Present",40,12,4,3,"No","No",NA,NA,NA,NA,NA,4,"Present","1",NA,NA,1.18838295,2970.57220351,3.36635480133561,13.4654192053425,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,299,"Dead",3,"3",3,3,5,2970.57220351,3.36635480133561,13.4654192053425,"mid-hills",4,13.4654192053425,"1"
"T2P4","T2","10","Eucalyptus sieberi","Subcanopy",53,31,6.7,5.76,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",6.23,38.592,0.22064695,551.545860245858,18.1308585935943,0,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,300,"Alive",1,"1",3,2,1,551.545860245858,18.1308585935943,0,"mid-hills",0,0,"0"
"T2P4","T2","9","Eucalyptus sieberi","Subcanopy",36,25,5.21,6.2,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",5.705,32.302,0.1018008,254.469004940773,39.2975168128137,0,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,301,"Alive",1,"1",3,2,1,254.469004940773,39.2975168128137,0,"mid-hills",0,0,"0"
"T2P4","T2","11","Eucalyptus obliqua","Midstorey",25,19,3.13,4.78,"No",NA,NA,NA,NA,"Regrowth","Alive",NA,"Absent",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,0,"Absent","0",3.955,14.9614,0.04909375,122.718463030851,81.4873308630504,0,0,0,679,55,259,"3",40,"Medium","DE","AA",2,1,0.476585537195206,1.28526,0.913360736591684,2330,26.0036716348866,5.25449,8881,0,"< 1",19,154,4.1,0.3,9.78,302,"Alive",1,"1",3,3,1,122.718463030851,81.4873308630504,0,"mid-hills",0,0,"0"
"T2P3","T2","2","Eucalyptus obliqua","Canopy",97,40.7,12.41,15.59,"Yes",8.8,12,15,"T2P3Q1","Mature ","Alive",NA,"Present",2,12,1,4,"No","No",1.3639,0.690472288048643,0.836267736403996,56.7819240800673,0.535182269256819,1,"Present","1",14,193.4719,0.73907695,1847.45282985165,5.41285809218902,5.41285809218902,1,1,777,12,93,"2",30,"High","DE","AA",4,3,0.306039839982986,1.39112,0.920220871046328,3502,28.7956392282034,7.46809,8561,1,"10",10,332,4.3,0.63,10.52,303,"Alive",1,"1",2,1,2,1847.45282985165,5.41285809218902,5.41285809218902,"mid-hills",1,5.41285809218902,"1"
