"site_ID","sampling_point","quarter","treeID","species","dead_alive","burnt","charring","distance","bearing","dbh","height","crown_NS","crown_EW","layer","age_class","hollows","hollow_num","hollow_height","hollow_size","ybg_signs","reproductive","leaf_sample","epicormic_sample","bag_ID","comments","plot","gg_pres","n_gg","firesev","elevation","aspect","slope","mid_understory_density","layers","foliagecover","c","total_n","AHMI","cond","et0","hn","rain","vpd","FT","ph","slope.1","TWI","fires","NDVI","climsuit","ASC_O","ASC_SO","x","y","Colour","Gravel","Texture","Ammonium.Nitrogen","Nitrate.Nitrogen","Phosphorus.Colwell","Potassium.Colwell","Sulfur","Organic.Carbon","Conductivity","pH.Level..CaCl2.","pH.Level..H2O.","DTPA.Copper","DTPA.Iron","DTPA.Manganese","DTPA.Zinc","Exc..Aluminium","Exc..Calcium","Exc..Magnesium","Exc..Potassium","Exc..Sodium","Boron.Hot.CaCl2","Total.Nitrogen","Total.Carbon","mean_leaf_n","mean_leaf_c"
"ARI BBRR 37",7,3,"27","Eucalyptus consideniana","A","burnt","medium",11.6,300,191,NA,NA,NA,"canopy","mature","present",2,0,"5-20cm","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",7,2,"26","Eucalyptus denticulata","A","burnt","light",4,184,24.3,16.2,3.2,3.5,"canopy","mature","absent",0,NA,"","no","no","yes","yes","ARI BBR37TREE 26 E.denticulata 5","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,52.2,1.26,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",7,1,"25","Eucalyptus denticulata","A","burnt","medium",9.2,113,47.4,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",6,4,"d9","unknown","D","unburnt","",1,65,5.4,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",6,4,"24","Eucalyptus fastigata","A","burnt","medium",4.8,90,35.8,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",6,3,"d8","unknown","D","unburnt","",1,295,10.6,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",6,3,"23","Eucalyptus fastigata","D","burnt","medium",11.6,301,144.3,NA,NA,NA,"canopy","mature","present",5,20,"5-20cm","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",6,2,"22","Eucalyptus fastigata","A","burnt","medium",14.5,226,50.9,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",6,2,"d7","unknown","D","burnt","light",7.3,210,16.4,3.5,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",6,1,"21","Eucalyptus denticulata","A","burnt","light",2.6,151,17.6,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",5,2,"18","Eucalyptus fastigata","A","burnt","deep",12.9,189,28,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",5,2,"d6","unknown","D","burnt","light",6.4,190,13.4,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",5,1,"17","Eucalyptus denticulata","A","burnt","medium",7.5,121,15.4,6.1,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",5,1,"d5","unknown","D","burnt","deep",0.9,133,95,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",5,3,"19","Eucalyptus fastigata","A","burnt","medium",2.2,289,63,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",5,4,"20","Eucalyptus consideniana","A","burnt","deep",1.6,20,19.8,NA,NA,NA,"canopy","mature","absent",0,NA,"<5cm","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",4,4,"16","Eucalyptus denticulata","A","unburnt","",15.5,13,122.3,57,12.3,10.1,"canopy","mature","present",2,20,"<5cm","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",4,3,"15","Eucalyptus consideniana","A","burnt","light",22,0,54.4,37.6,3.9,4.6,"canopy","mature","absent",0,NA,"","no","no","yes","yes","ARIBBR37 TREE15 E.CONSIDEANIA 4","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,53.4,1.52,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",4,2,"14","Eucalyptus fastigata","A","burnt","light",5.2,204,26.4,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",4,1,"13","Eucalyptus fastigata","A","burnt","light",4.9,145,20,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",3,4,"12","Eucalyptus consideniana","A","burnt","light",26.9,10,131.6,53.1,17.3,15.1,"canopy","mature","absent",0,NA,"","no","no","yes","yes","ARIBBR 37 TREE12 e.considenia 3","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,52.1,1.55,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",3,3,"11","Eucalyptus fastigata","A","burnt","light",7.1,274,37.2,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",3,2,"d4","unknown","D","burnt","light",1.9,183,26.7,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",3,2,"10","Eucalyptus denticulata","A","burnt","light",5,213,23.8,2.5,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",3,1,"9","Eucalyptus fastigata","A","burnt","light",7.5,158,68.6,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",2,4,"8","Eucalyptus fastigata","A","burnt","medium",3.6,22,26.4,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",2,4,"d3","unknown","D","burnt","deep",2.4,61,37.6,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",2,3,"7","Eucalyptus fastigata","A","burnt","medium",1.4,286,26.7,25.2,2.1,2.1,"canopy","mature","absent",0,NA,"","no","no","yes","yes","ARI BBR 37 TREE 7 E.fastigata 2","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,53.5,1.61,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",2,2,"6","Eucalyptus fastigata","A","burnt","light",7,237,49,31.5,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",2,1,"5","Eucalyptus fastigata","A","burnt","light",4.7,142,27.4,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",1,3,"3","Eucalyptus fastigata","A","burnt","medium",11.6,291,51.6,39.7,9.1,6.8,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",1,3,"d2","unknown","D","unburnt","",5.9,301,15.5,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",1,4,"4","Eucalyptus consideniana","A","burnt","deep",2.3,10,191.6,NA,NA,NA,"canopy","mature","present",5,0,">20cm","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",1,2,"2","Eucalyptus fastigata","A","burnt","light",17.8,225,49,42.5,5.5,6.3,"canopy","mature","absent",0,NA,"","no","no","yes","yes","ARI BBR 37 TREE 2 E.fastigata1","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,52.8,1.53,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",1,2,"d1","unknown","D","burnt","deep",15.6,205,249.7,45.4,NA,NA,"canopy","mature","present",8,8,">20cm","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"ARI BBRR 37",1,1,"1","Eucalyptus fastigata","A","burnt","light",6.1,147,52.8,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","ARI BBRR 37",0,0,4,940,270,5,"high",1,50,NA,NA,28.1399841308594,6629,1.62480032444,33,207.999984741211,10.0843629837036,30,5.42683362960815,5.09034299850464,7.23336458206177,2,0.463991701602936,0.412234157323837,3,1,148.70245,-37.2272333,"GRBR",0,1.5,32,14,16,503,10.6,4.89,0.103,4.3,4.8,0.19,283.6,8.73,0.28,5.47,5.91,1.6,1.07,0.13,1.91,0.64,11.1,1.494,52.8
"T35P3",10,1,"37","Eucalyptus obliqua","A","burnt","light",11.6,210,106.5,NA,NA,NA,"canopy","mature","present",1,17,"<5cm","no","no","yes","yes","t35p3 tree37 e.obliqua ","","T35P3",0,0,0,850,150,18,"high",1,70,53.2,1.65,25.8877544403076,3656,1.64070272445679,58.0000038146973,246,10.1025743484497,30.5,5.30000019073486,13.9648780822754,5.74487495422363,1,0.55807238817215,0.31147575378418,3,2,148.7639783,-37.3955533,"GRBK",0,1.5,26,8,45,245,8.8,4.71,0.078,4.3,5.1,0.54,290.1,3.39,0.67,3.52,2.58,0.94,0.5,0.18,1.3,0.62,10.58,1.36,52.4
"T35P3",10,4,"40","Eucalyptus obliqua","A","unburnt","",2,132,36,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","T35P3",0,0,0,850,150,18,"high",1,70,NA,NA,25.8877544403076,3656,1.64070272445679,58.0000038146973,246,10.1025743484497,30.5,5.30000019073486,13.9648780822754,5.74487495422363,1,0.55807238817215,0.31147575378418,3,2,148.7639783,-37.3955533,"GRBK",0,1.5,26,8,45,245,8.8,4.71,0.078,4.3,5.1,0.54,290.1,3.39,0.67,3.52,2.58,0.94,0.5,0.18,1.3,0.62,10.58,1.36,52.4
"T35P3",10,3,"39","Eucalyptus obliqua","A","burnt","light",5.3,63,50.3,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","T35P3",0,0,0,850,150,18,"high",1,70,NA,NA,25.8877544403076,3656,1.64070272445679,58.0000038146973,246,10.1025743484497,30.5,5.30000019073486,13.9648780822754,5.74487495422363,1,0.55807238817215,0.31147575378418,3,2,148.7639783,-37.3955533,"GRBK",0,1.5,26,8,45,245,8.8,4.71,0.078,4.3,5.1,0.54,290.1,3.39,0.67,3.52,2.58,0.94,0.5,0.18,1.3,0.62,10.58,1.36,52.4
"T35P3",10,2,"38","Eucalyptus obliqua","A","burnt","light",1,350,87.2,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","T35P3",0,0,0,850,150,18,"high",1,70,NA,NA,25.8877544403076,3656,1.64070272445679,58.0000038146973,246,10.1025743484497,30.5,5.30000019073486,13.9648780822754,5.74487495422363,1,0.55807238817215,0.31147575378418,3,2,148.7639783,-37.3955533,"GRBK",0,1.5,26,8,45,245,8.8,4.71,0.078,4.3,5.1,0.54,290.1,3.39,0.67,3.52,2.58,0.94,0.5,0.18,1.3,0.62,10.58,1.36,52.4
"T35P3",9,2,"34","Eucalyptus obliqua","A","burnt","light",11.3,310,42.8,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","T35P3",0,0,0,850,150,18,"high",1,70,NA,NA,25.8877544403076,3656,1.64070272445679,58.0000038146973,246,10.1025743484497,30.5,5.30000019073486,13.9648780822754,5.74487495422363,1,0.55807238817215,0.31147575378418,3,2,148.7639783,-37.3955533,"GRBK",0,1.5,26,8,45,245,8.8,4.71,0.078,4.3,5.1,0.54,290.1,3.39,0.67,3.52,2.58,0.94,0.5,0.18,1.3,0.62,10.58,1.36,52.4
"T35P3",9,2,"d15","unknown","D","unburnt","",7.4,312,24.1,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","T35P3",0,0,0,850,150,18,"high",1,70,NA,NA,25.8877544403076,3656,1.64070272445679,58.0000038146973,246,10.1025743484497,30.5,5.30000019073486,13.9648780822754,5.74487495422363,1,0.55807238817215,0.31147575378418,3,2,148.7639783,-37.3955533,"GRBK",0,1.5,26,8,45,245,8.8,4.71,0.078,4.3,5.1,0.54,290.1,3.39,0.67,3.52,2.58,0.94,0.5,0.18,1.3,0.62,10.58,1.36,52.4
"T35P3",9,1,"33","Eucalyptus obliqua","A","burnt","medium",8.7,254,59.8,NA,NA,NA,"canopy","mature","absent",0,NA,"","no","no","no","","","","T35P3",0,0,0,850,150,18,"high",1,70,NA,NA,25.8877544403076,3656,1.64070272445679,58.0000038146973,246,10.1025743484497,30.5,5.30000019073486,13.9648780822754,5.74487495422363,1,0.55807238817215,0.31147575378418,3,2,148.7639783,-37.3955533,"GRBK",0,1.5,26,8,45,245,8.8,4.71,0.078,4.3,5.1,0.54,290.1,3.39,0.67,3.52,2.58,0.94,0.5,0.18,1.3,0.62,10.58,1.36,52.4
